,price_round,average,coordinate_x,coordinate_y,decoration_condition,deed,elevator,facility0,facility1,facility2,facility3,facility4,facility5,level,total,framework,house_term,ownership,price,purpose,apt,lift,district,rights,scale,structure,bath,kitchen,room,saloon
2933,-0.9861900869004638,-1.223838079,-4.096880212,-3.063663562,-0.7757347859999999,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,-0.5230150410000001,1.100629641,-0.614502428,-1.190571817,1.6850580819999998,-0.8645953820000001,1780000,0.040252748,2.62956758,-0.442748893,0.478757177,0.285922755,-0.67427305,-0.660088119,-0.465698785,-0.04022008,-0.156303664,-0.679044164
2934,-0.6440029859773282,-1.057267904,-2.7009092710000004,-0.400757439,0.784828297,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,-0.5230150410000001,1.100629641,-0.614502428,0.839932531,1.6850580819999998,-0.8645953820000001,3150000,0.040252748,-0.212348131,-0.442748893,0.478757177,0.285922755,0.137421686,-0.660088119,-0.465698785,-0.04022008,-0.156303664,0.924514114
2935,-0.7806991345322851,-1.32646448,-2.6634130540000003,-0.340484093,-0.7757347859999999,1.4832291919999998,-0.8369008059999999,1.615759288,-0.297777339,-0.476088258,-0.16829996,-0.427031073,1.911990903,1.100629641,-0.614502428,-1.190571817,1.6850580819999998,-0.8645953820000001,2400000,0.040252748,-0.618336089,-0.442748893,0.478757177,0.285922755,-0.060225023,-0.660088119,-0.465698785,-0.04022008,1.045607526,-0.679044164
2936,-0.7672244066133778,-1.179738924,-2.740539234,-0.353735617,0.784828297,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,-0.5230150410000001,-1.3480447619999998,-0.614502428,-1.190571817,1.6850580819999998,1.156610388,2300000,0.040252748,-0.618336089,-0.442748893,0.478757177,0.285922755,-0.32455351,1.429758429,-0.465698785,-0.04022008,-0.156303664,-0.679044164
2937,-0.5570656386552869,-1.517624726,-2.677369726,-0.434264112,0.784828297,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,1.911990903,1.100629641,-0.614502428,0.839932531,1.6850580819999998,-0.8645953820000001,3650000,0.040252748,1.817591663,-0.442748893,0.478757177,0.285922755,1.454986457,-0.660088119,1.530768854,-0.04022008,1.045607526,0.924514114
2938,-0.6090608149124018,-1.084446404,-2.770161093,-0.335774002,-0.7757347859999999,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,-0.5230150410000001,-0.12370756,-0.745793215,0.839932531,1.6850580819999998,1.156610388,2300000,0.040252748,-0.618336089,-0.442748893,0.478757177,-3.54643121,-0.425055902,-0.660088119,-0.465698785,-0.04022008,-0.156303664,-0.679044164
2939,-0.6090608149124018,-1.987088983,-2.770161093,-0.335774002,0.784828297,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,-0.5230150410000001,1.100629641,-0.614502428,0.839932531,1.6850580819999998,1.156610388,3500000,0.040252748,-0.618336089,-0.442748893,0.478757177,-3.54643121,3.471510585,2.474681703,3.527236492,-0.04022008,2.247518716,2.528072392
2940,-0.09518335758300514,-1.1409604290000002,-2.732550975,-0.247292836,0.784828297,1.4832291919999998,1.194884738,1.615759288,-0.297777339,-0.476088258,-0.16829996,2.341749962,-0.5230150410000001,-1.3480447619999998,0.435823869,0.839932531,0.900502537,1.156610388,2950000,0.040252748,-0.618336089,-0.442748893,0.478757177,0.285922755,0.107438872,1.429758429,-0.465698785,-0.04022008,-0.156303664,0.924514114
2941,-0.8526670720677053,-0.957948939,-0.983577983,-4.078688148,0.784828297,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,-0.5230150410000001,-0.12370756,-0.745793215,-1.190571817,1.6850580819999998,-0.8645953820000001,2100000,0.040252748,1.005615746,-0.442748893,0.478757177,0.285922755,-0.67235415,1.429758429,-0.465698785,-0.04022008,-0.156303664,-0.679044164
2942,-0.9861900869004638,-1.146760427,-4.096880212,-3.063663562,0.784828297,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,-0.5230150410000001,-0.12370756,-0.745793215,-1.190571817,1.6850580819999998,1.156610388,1550000,0.040252748,2.62956758,-0.442748893,0.478757177,0.285922755,-0.910057898,-0.660088119,-0.465698785,-0.04022008,-0.156303664,-2.282602443
2943,-0.6090608149124018,-1.337537202,-2.770161093,-0.335774002,-2.336297868,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,-0.5230150410000001,-1.3480447619999998,-0.614502428,0.839932531,1.6850580819999998,1.156610388,2500000,0.040252748,-0.618336089,-0.442748893,0.478757177,-3.54643121,0.039078057,1.429758429,-0.465698785,-0.04022008,1.045607526,-0.679044164
2944,-0.9861900869004638,-1.318076054,-4.096880212,-3.063663562,-0.7757347859999999,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,-0.5230150410000001,-1.3480447619999998,-0.614502428,-1.190571817,1.6850580819999998,-0.8645953820000001,1700000,0.040252748,1.817591663,-0.442748893,0.478757177,0.285922755,-0.6476483120000001,-0.660088119,-0.465698785,-0.04022008,-0.156303664,-0.679044164
2945,-0.5570656386552869,-1.323109109,-2.677369726,-0.434264112,-0.7757347859999999,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,1.911990903,-1.3480447619999998,-0.614502428,0.839932531,1.6850580819999998,-0.8645953820000001,2750000,0.040252748,1.005615746,-0.442748893,0.478757177,0.285922755,0.22377219,-0.660088119,-0.465698785,-0.04022008,-0.156303664,0.924514114
2946,-0.7717680193727244,-1.0810431,-2.681652405,-0.323717576,0.784828297,1.4832291919999998,-0.8369008059999999,-0.61890407,-0.297777339,-0.476088258,-0.16829996,-0.427031073,-0.5230150410000001,-1.3480447619999998,-0.745793215,-1.190571817,-0.668608553,1.156610388,2270000,0.040252748,-0.618336089,-0.442748893,0.478757177,0.285922755,-0.449521878,-0.660088119,-0.465698785,-0.04022008,-0.156303664,0.924514114
